RA,DEC,kic_kepler_id,Tef,logg,[Fe/H],m_g,dist(pc),M_g,BC,M_bol,L,e_L,R,e_R,M,e_M
284.70973865599996,48.764152962,11124949,5979.0,4.17,-0.6,15.962843900000001,1993.9389600000002,4.46,0.054,4.52,1.23,0.02,1.03,0.01,1.04,0.07
284.71490931799997,48.76620639380001,11124960,5475.0,4.03,-0.05,16.1605549,3209.77222,3.63,0.056,3.68,2.65,0.05,1.81,0.01,1.1,0.07
284.72032095599997,48.7441050137,11124974,5983.0,4.24,-0.49,16.0682011,1878.87915,4.7,0.054,4.75,0.99,0.02,0.93,0.01,1.04,0.07
284.725801817,48.7891061141,11124982,7307.0,4.16,-0.43,15.2548904,3129.2380399999997,2.78,0.077,2.85,5.68,0.12,1.49,0.04,1.45,0.09
284.74515724099996,48.7662945768,11125002,5947.0,4.22,-0.33,15.606759099999998,1768.76477,4.37,0.054,4.42,1.34,0.03,1.09,0.01,1.08,0.07
284.758578569,48.719497061800006,11125022,5742.0,4.23,-0.34,16.156147,2214.94995,4.43,0.049,4.48,1.27,0.03,1.14,0.01,1.02,0.07
284.762410348,48.73601105260001,11125024,5988.0,4.18,-0.48,15.322115900000002,1703.9624,4.16,0.054,4.22,1.62,0.03,1.18,0.01,1.07,0.07
284.762639107,48.7944729512,11125026,5585.0,3.79,-0.19,16.2931538,4877.40039,2.85,0.056,2.91,5.41,0.11,2.49,0.02,1.23,0.08
284.776248141,48.7701715196,11125040,6154.0,4.09,-0.56,16.8279305,4405.98047,3.61,0.067,3.68,2.67,0.05,1.44,0.02,1.13,0.07
284.805805982,48.7765494363,11125094,5436.0,4.43,-0.45,15.818378400000002,1210.3618199999999,5.4,0.034,5.44,0.53,0.01,0.82,0.01,0.86,0.06
284.827402665,48.7710802688,11125123,5926.0,4.08,-0.2,16.0180283,2747.58228,3.82,0.079,3.9,2.16,0.04,1.4,0.02,1.17,0.07
284.833576477,48.7688574163,11125133,5323.0,4.51,-0.13,16.2725258,1482.16931,5.42,0.023,5.44,0.52,0.01,0.85,0.01,0.89,0.06
284.86881792099996,48.760402638500004,11125177,5901.0,4.13,-0.74,16.916124300000003,3471.7092299999995,4.21,0.054,4.27,1.55,0.03,1.19,0.01,1.0,0.06
284.918620435,48.7686558692,11125241,5562.0,3.88,-0.08,14.722266199999998,1537.46082,3.79,0.056,3.84,2.28,0.05,1.63,0.01,1.2,0.08
284.920082936,48.7975222459,11125244,5605.0,4.04,0.07,15.335541699999998,1957.98975,3.88,0.056,3.93,2.1,0.04,1.54,0.01,1.16,0.07
284.936025305,48.7880043319,11125263,5207.0,4.59,0.29,14.559169800000001,614.140991,5.62,0.03,5.65,0.43,0.01,0.81,0.01,0.93,0.06
284.956112593,48.795299193999995,11125292,5259.0,4.46,-0.28,16.4064465,1645.90466,5.32,0.018,5.34,0.57,0.01,0.92,0.01,0.85,0.05
284.96730713799997,48.7940580258,11125309,4301.0,4.67,-0.32,13.5097923,343.076294,5.83,-0.16,5.67,0.42,0.01,1.17,0.0,0.59,0.04
285.066422089,48.715844296499995,11125454,5037.0,4.57,0.34,15.3305836,875.998413,5.62,-0.011,5.61,0.45,0.01,0.88,0.01,0.9,0.06
285.124541498,48.7431626942,11125541,5958.0,4.19,-0.49,15.9260921,2380.40649,4.04,0.054,4.1,1.81,0.04,1.27,0.01,1.06,0.07
285.128135648,48.7066343924,11125546,5240.0,4.62,-0.28,17.1657524,788.6874389999997,7.68,0.017,7.7,0.07,0.0,0.31,0.0,0.82,0.05
285.13111815900004,48.7627266269,11125550,4717.0,2.51,-0.02,13.962643599999998,4296.5410200000015,0.8,-0.053,0.74,39.67,0.8,9.46,0.04,2.41,0.15
285.141372368,48.725472575,11125563,6200.0,4.15,-0.67,17.110124600000002,3983.0437,4.11,0.067,4.18,1.68,0.03,1.13,0.02,1.09,0.07
285.155130988,48.7397137467,11125579,5635.0,4.34,-0.57,16.8832645,1952.91895,5.43,0.046,5.48,0.51,0.01,0.75,0.01,0.91,0.06
285.15713586,48.7015518417,11125581,5011.0,4.68,-0.27,14.766384099999998,552.70636,6.05,-0.004,6.05,0.3,0.01,0.73,0.0,0.76,0.05
285.167291768,48.7851295155,11125598,4817.0,4.61,-0.18,15.5016279,973.442017,5.56,-0.054,5.51,0.49,0.01,1.01,0.0,0.74,0.05
285.188655511,48.7620394163,11125640,5066.0,3.64,-0.23,15.6711559,3840.3696299999997,2.75,0.004,2.75,6.23,0.13,3.25,0.02,1.14,0.07
285.213121334,48.715458123999994,11125664,4700.0,2.43,-0.53,13.940235099999999,5088.30566,0.41,-0.067,0.34,57.52,1.17,11.47,0.05,2.27,0.15
285.227858104,48.7883828991,11125679,5799.0,4.14,-0.03,15.314333,1838.52258,3.99,0.075,4.07,1.86,0.04,1.35,0.01,1.15,0.07
285.243072305,48.7917255081,11125705,5887.0,4.21,-0.35,16.244691800000002,2277.125,4.46,0.054,4.51,1.23,0.03,1.07,0.01,1.07,0.07
282.228944,48.8092115214,11175024,5068.0,4.63,-0.13,16.2098846,981.144165,6.25,-0.005,6.25,0.25,0.01,0.65,0.0,0.81,0.05
282.267994815,48.80904653,11175067,5756.0,4.0,-0.59,15.7041473,2391.90967,3.81,0.052,3.86,2.24,0.05,1.51,0.02,1.06,0.07
282.271142235,48.8286868204,11175075,5549.0,3.87,-0.09,13.516554800000002,1003.85913,3.51,0.056,3.56,2.95,0.06,1.86,0.02,1.2,0.08
282.272034828,48.8213914959,11175078,5911.0,4.26,-0.37,16.340477,1722.0755600000002,5.16,0.052,5.21,0.65,0.01,0.77,0.01,1.05,0.07
282.30333069799997,48.8015795047,11175111,5751.0,4.17,-0.22,15.526496900000001,1702.11377,4.37,0.075,4.45,1.31,0.03,1.16,0.01,1.07,0.07
282.304569087,48.8127349839,11175114,5634.0,4.36,-0.06,14.8224888,922.151184,5.0,0.073,5.07,0.74,0.01,0.9,0.01,1.02,0.07
282.307186671,48.833834799899996,11175116,5770.0,4.21,-0.34,16.0350513,1886.0566399999998,4.66,0.051,4.71,1.03,0.02,1.02,0.01,1.04,0.07
282.314067771,48.8571947549,11175130,5704.0,4.1,-0.56,16.4395027,3845.96753,3.51,0.049,3.56,2.96,0.06,1.77,0.02,1.01,0.06
282.31519203,48.838541921,11175132,5777.0,4.11,-0.45,16.1690578,2681.91479,4.03,0.051,4.08,1.84,0.04,1.36,0.01,1.05,0.07
282.315645411,48.819023283599996,11175133,5082.0,4.61,0.16,14.555087099999998,527.0615230000002,5.95,-0.005,5.94,0.33,0.01,0.74,0.0,0.87,0.06
282.329129414,48.810752797,11175152,5688.0,4.15,-0.21,16.6893959,4354.55957,3.49,0.075,3.57,2.94,0.06,1.77,0.02,1.07,0.07
282.35349826,48.8658549664,11175181,6326.0,4.22,-0.25,13.4676027,842.805176,3.84,0.1,3.94,2.09,0.04,1.21,0.02,1.21,0.08
282.354009634,48.848810393,11175185,5745.0,4.24,-0.31,15.922410000000001,1753.7589100000002,4.7,0.049,4.75,0.99,0.02,1.01,0.01,1.03,0.07
282.369584981,48.81364171550001,11175212,5445.0,4.5,-0.32,16.2413216,1208.1461199999999,5.83,0.034,5.86,0.35,0.01,0.67,0.01,0.88,0.06
282.376929069,48.883513001400004,11175228,5725.0,4.24,-0.21,14.9080238,1241.70056,4.44,0.075,4.51,1.23,0.02,1.13,0.01,1.04,0.07
282.384821777,48.815571651199996,11175242,6066.0,4.04,-0.44,16.7235146,4549.13623,3.43,0.054,3.49,3.17,0.06,1.62,0.02,1.16,0.07
282.398149712,48.8729818827,11175259,5860.0,4.06,-0.87,16.520259900000006,4238.69141,3.38,0.024,3.41,3.41,0.07,1.8,0.02,0.99,0.06
282.40212098,48.8389440913,11175265,6086.0,4.14,-0.27,15.086033800000001,1800.88159,3.81,0.054,3.86,2.24,0.05,1.35,0.02,1.17,0.07
282.40539991099996,48.8309252049,11175273,5816.0,4.17,-0.47,16.3900928,3089.08936,3.94,0.051,3.99,1.99,0.04,1.39,0.01,1.03,0.07
282.418919891,48.8699396039,11175295,5619.0,3.88,-0.31,14.726131400000002,1730.7229,3.53,0.036,3.57,2.93,0.06,1.81,0.02,1.15,0.07
282.482252356,48.869934754,11175387,5337.0,4.5,-0.33,15.9378786,1233.02563,5.48,0.018,5.5,0.5,0.01,0.83,0.01,0.85,0.05
282.48813633599997,48.84619340770001,11175403,4723.0,4.66,-0.21,15.1090927,505.258789,6.59,-0.054,6.54,0.19,0.0,0.65,0.0,0.7,0.04
282.495213773,48.8313313355,11175412,5085.0,3.78,-0.04,16.3999767,4936.853029999998,2.93,-0.004,2.93,5.3,0.11,2.98,0.02,1.11,0.07
282.500945087,48.8486709363,11175423,5234.0,4.6,-0.39,16.4390278,1195.10315,6.05,0.017,6.07,0.29,0.01,0.66,0.0,0.8,0.05
282.51692106400003,48.8969704976,11175455,5440.0,4.33,0.04,16.5171204,2274.96533,4.73,0.054,4.79,0.96,0.02,1.11,0.01,1.0,0.06
282.51985092,48.8437999067,11175458,5758.0,4.26,-0.61,16.6865997,2237.2885699999997,4.94,0.048,4.99,0.8,0.02,0.9,0.01,0.96,0.06
282.523563556,48.818485799899996,11175461,4537.0,2.31,-0.41,14.7472324,12402.5576,-0.72,-0.14,-0.86,173.77,3.52,21.4,0.08,2.42,0.15
282.561315289,48.8534585892,11175518,5808.0,4.1,-0.79,16.770070999999998,3013.4436,4.37,0.024,4.4,1.37,0.03,1.16,0.01,0.98,0.06
282.597203669,48.876901574899996,11175567,5524.0,4.19,0.19,15.35215,1385.19592,4.64,0.056,4.7,1.04,0.02,1.12,0.01,1.1,0.07
282.611240478,48.804938109300004,11175588,5786.0,4.25,0.0,14.723057699999998,1164.0813,4.39,0.075,4.47,1.28,0.03,1.13,0.01,1.11,0.07
282.61977761,48.8290215167,11175595,5008.0,4.58,-0.01,16.0184059,1451.4054,5.21,-0.005,5.2,0.65,0.01,1.08,0.01,0.82,0.05
282.639313323,48.8117244086,11175622,5545.0,4.3,-0.35,15.599245100000001,1279.51001,5.06,0.034,5.1,0.72,0.01,0.92,0.01,0.95,0.06
282.646705979,48.8094818029,11175626,5375.0,4.52,-0.12,14.1838055,697.994751,4.96,0.023,4.99,0.8,0.02,1.03,0.01,0.9,0.06
282.670725725,48.8520430166,11175656,5732.0,4.04,-0.41,15.696254699999999,2099.42798,4.09,0.049,4.13,1.75,0.04,1.34,0.01,1.08,0.07
282.680787543,48.8139185234,11175672,5362.0,4.13,-0.53,16.026672400000002,2037.4213899999997,4.48,0.017,4.5,1.25,0.03,1.3,0.01,0.91,0.06
282.683527305,48.8004420676,11175674,5904.0,4.02,-0.2,15.7588587,2255.2788100000002,3.99,0.079,4.07,1.85,0.04,1.3,0.01,1.19,0.08
282.721248737,48.8274508107,11175712,5723.0,3.99,-0.56,15.731427199999999,2276.98389,3.94,0.049,3.99,1.99,0.04,1.44,0.01,1.06,0.07
282.729325383,48.801234474,11175720,5419.0,4.51,-0.26,15.9942856,1168.64844,5.66,0.034,5.69,0.42,0.01,0.73,0.01,0.88,0.06
282.734611408,48.8602584532,11175723,4988.0,4.6,0.01,13.974539800000002,580.216003,5.16,-0.005,5.15,0.68,0.01,1.11,0.01,0.81,0.05
282.745378363,48.8791646863,11175733,5750.0,4.34,-0.18,16.9523735,1964.37463,5.49,0.073,5.56,0.47,0.01,0.69,0.01,1.03,0.07
282.746141482,48.8378571531,11175734,5719.0,4.25,-0.09,16.144987099999998,1847.7902800000002,4.81,0.075,4.89,0.87,0.02,0.95,0.01,1.07,0.07
282.751755592,48.801979036800006,11175741,6646.0,4.16,-0.35,15.940216099999999,5168.06885,2.37,0.081,2.45,8.2,0.17,2.17,0.04,1.29,0.08
282.763282346,48.874075313,11175759,5300.0,4.5,-0.34,16.5636482,1363.60034,5.89,0.018,5.91,0.34,0.01,0.69,0.0,0.84,0.05
282.768114751,48.8778900998,11175768,4335.0,4.65,-0.2,14.8407888,324.424713,7.29,-0.253,7.03,0.12,0.0,0.62,0.0,0.61,0.04
282.770938526,48.83599800050001,11175773,4183.0,1.65,-0.79,14.4556999,15286.1846,-1.47,-0.275,-1.74,391.1,7.92,37.76,0.1,3.17,0.2
282.771236704,48.8490025863,11175774,5878.0,4.32,-0.42,14.750632300000001,717.60376,5.47,0.052,5.52,0.49,0.01,0.67,0.01,1.01,0.06
282.778203143,48.846205195,11175781,5726.0,,-0.4,,,,,,,,,,,
282.820871818,48.8963787159,11175834,5876.0,4.12,-0.44,16.879865600000002,3819.3173799999995,3.97,0.054,4.02,1.93,0.04,1.35,0.01,1.07,0.07
282.836083921,48.8740982024,11175862,5877.0,4.19,-0.53,15.4869699,1610.2916300000006,4.45,0.054,4.51,1.24,0.03,1.08,0.01,1.03,0.07
282.84753340599997,48.8374828779,11175871,5737.0,4.23,-0.62,17.2938538,3353.01172,4.67,0.049,4.72,1.02,0.02,1.03,0.01,0.96,0.06
282.873996219,48.8376611271,11175904,5840.0,4.35,-0.23,14.510720300000001,693.739624,5.3,0.073,5.38,0.56,0.01,0.73,0.01,1.04,0.07
282.890641249,48.8048090499,11175922,5665.0,4.23,-0.35,16.5026474,2282.09155,4.71,0.049,4.76,0.98,0.02,1.03,0.01,1.0,0.06
282.918665117,48.8787339562,11175962,5292.0,4.48,-0.33,16.3927555,1293.245,5.83,0.018,5.85,0.36,0.01,0.71,0.01,0.84,0.05
282.938383937,48.87200314840001,11175984,5663.0,4.4,-0.21,13.3442707,456.872864,5.05,0.073,5.12,0.71,0.01,0.88,0.01,0.98,0.06
282.946832063,48.8805265583,11175994,5621.0,4.33,-0.37,16.5143204,2000.50635,5.01,0.034,5.04,0.76,0.02,0.92,0.01,0.95,0.06
282.971577957,48.87907943720001,11176034,6441.0,4.18,-0.71,17.0121098,7074.94287,2.76,0.076,2.84,5.76,0.12,1.93,0.03,1.13,0.07
283.030642233,48.829729206,11176115,6254.0,4.19,-0.14,13.495600699999999,926.4933470000001,3.66,0.1,3.76,2.46,0.05,1.34,0.02,1.23,0.08
283.03754285400004,48.8104029571,11176124,5642.0,4.29,-0.46,16.3014584,1608.6134,5.27,0.046,5.32,0.59,0.01,0.81,0.01,0.95,0.06
283.044596001,48.8938230005,11176135,5694.0,4.19,-0.31,16.178834900000002,2038.18652,4.63,0.049,4.68,1.06,0.02,1.06,0.01,1.03,0.07
283.04750829,48.818225892700006,11176141,5493.0,4.01,-0.23,15.457165700000001,1948.1771199999998,4.01,0.056,4.06,1.86,0.04,1.51,0.01,1.07,0.07
283.049535923,48.8779857371,11176143,5625.0,4.35,-0.39,16.861423499999994,1883.6066899999998,5.49,0.034,5.52,0.49,0.01,0.74,0.01,0.94,0.06
283.051681617,48.8293039208,11176145,5942.0,4.15,-0.44,16.8420658,3152.7575699999998,4.35,0.054,4.4,1.36,0.03,1.11,0.01,1.08,0.07
283.093055526,48.887512098500004,11176188,5212.0,4.6,-0.11,16.2116432,1103.2876,6.0,0.023,6.02,0.31,0.01,0.68,0.0,0.85,0.05
283.107208298,48.8509843626,11176201,6399.0,4.09,-0.1,15.400099800000001,2744.05347,3.21,0.102,3.31,3.73,0.08,1.58,0.02,1.33,0.09
283.129990428,48.8481878202,11176227,5398.0,4.44,-0.09,16.328916500000002,1993.6744399999998,4.83,0.054,4.88,0.88,0.02,1.07,0.01,0.93,0.06
283.14299429,48.814385656300004,11176249,5456.0,3.87,-0.41,14.4044924,1344.65845,3.76,0.036,3.8,2.38,0.05,1.73,0.01,1.08,0.07
283.150107505,48.8461698359,11176259,5824.0,4.26,-0.3,13.8875666,785.580566,4.41,0.048,4.46,1.29,0.03,1.12,0.01,1.04,0.07
283.15212889099996,48.8364470995,11176265,5917.0,4.11,-0.45,15.977340700000001,2579.77539,3.92,0.054,3.97,2.03,0.04,1.36,0.02,1.09,0.07
283.176395458,48.8004642976,11176288,6250.0,4.14,-0.95,16.5103321,3997.10693,3.5,0.047,3.55,2.99,0.06,1.48,0.02,1.04,0.07
283.180821969,48.8443618308,11176299,5734.0,4.09,-0.46,16.5393276,3443.4023399999996,3.85,0.049,3.9,2.16,0.04,1.49,0.01,1.05,0.07
283.19284413,48.8152208542,11176313,5736.0,4.21,-0.59,16.5679455,2547.62329,4.54,0.049,4.59,1.15,0.02,1.09,0.01,0.97,0.06
283.961649166,48.869459616099995,11177321,5863.0,4.1,-0.57,15.097544699999998,1677.5870400000001,3.97,0.051,4.03,1.93,0.04,1.35,0.01,1.05,0.07
284.008859243,48.870413008599996,11177385,5731.0,4.02,-0.11,15.4784527,2169.3149399999998,3.8,0.075,3.87,2.22,0.05,1.52,0.01,1.16,0.07
284.01656684200003,48.85404591020001,11177397,5706.0,4.3,-0.65,16.501945499999998,1512.83569,5.6,0.046,5.65,0.43,0.01,0.68,0.01,0.92,0.06
284.023606647,48.8907864078,11177405,5614.0,3.97,0.32,14.389698000000001,1519.7074,3.48,0.073,3.55,2.98,0.06,1.83,0.02,1.28,0.08
284.03302330900004,48.8831131601,11177416,6187.0,4.18,-0.58,16.322086300000002,2956.9663100000002,3.97,0.067,4.04,1.91,0.04,1.21,0.02,1.1,0.07
284.03785347400003,48.8589254242,11177423,5643.0,3.92,0.09,14.3769608,1623.2236300000006,3.33,0.075,3.4,3.44,0.07,1.94,0.02,1.25,0.08
284.043871735,48.8920488985,11177426,5068.0,2.97,0.08,14.7985172,4164.27734,1.7,0.011,1.71,16.26,0.33,5.25,0.03,1.93,0.12
284.047884138,48.8977242901,11177435,6635.0,4.16,-0.33,14.8833532,2037.40955,3.34,0.081,3.42,3.38,0.07,1.39,0.02,1.3,0.08
284.05352292099997,48.8341448727,11177443,6493.0,4.17,-0.26,14.391876199999999,1495.4696,3.52,0.076,3.59,2.87,0.06,1.34,0.02,1.27,0.08
284.088349697,48.8856140758,11177487,5041.0,3.65,-0.07,14.759252499999999,1893.05029,3.37,0.004,3.38,3.51,0.07,2.46,0.01,1.17,0.07
284.125737602,48.8644148696,11177533,5893.0,4.13,-0.68,15.6091728,2102.5288100000002,4.0,0.054,4.05,1.89,0.04,1.32,0.01,1.02,0.07
284.14453516,48.833785112700006,11177554,5753.0,4.2,-0.49,16.0683937,1916.72253,4.66,0.051,4.71,1.03,0.02,1.02,0.01,1.0,0.06
284.158862436,48.823298594799994,11177580,5948.0,4.09,-1.08,16.5927429,4559.0551799999985,3.3,0.028,3.33,3.68,0.07,1.81,0.02,0.96,0.06
284.159078353,48.8040360682,11177581,5753.0,,-0.07,,,,,,,,,,,
284.204289258,48.8131903839,11177644,5782.0,4.21,-0.37,16.1971283,2349.23608,4.34,0.051,4.39,1.38,0.03,1.17,0.01,1.03,0.07
284.21685259,48.8821868009,11177668,5856.0,4.26,-0.59,15.9350834,1691.1235399999994,4.79,0.048,4.84,0.91,0.02,0.93,0.01,0.98,0.06
284.22227278099996,48.8816913909,11177675,5287.0,3.84,-0.55,16.226156200000002,2803.95117,3.99,0.017,4.0,1.97,0.04,1.68,0.01,1.01,0.06
284.22682049900004,48.83821127189999,11177678,5679.0,4.2,-0.58,16.954813,3025.6687,4.55,0.049,4.6,1.14,0.02,1.11,0.01,0.96,0.06
284.236861352,48.816426905,11177691,5856.0,4.13,-0.21,14.8203468,1442.8247099999999,4.02,0.075,4.1,1.8,0.04,1.31,0.01,1.13,0.07
284.25138374700003,48.81634276689999,11177708,5676.0,4.28,0.03,15.417782800000001,1409.1311,4.67,0.073,4.75,0.99,0.02,1.03,0.01,1.08,0.07
284.289918225,48.8340733806,11177746,5837.0,4.27,-0.59,16.6540794,1987.71533,5.16,0.048,5.21,0.65,0.01,0.79,0.01,0.97,0.06
284.298538849,48.8495442476,11177753,6456.0,4.19,-0.39,13.331377999999999,962.2094119999999,3.42,0.076,3.49,3.16,0.06,1.42,0.02,1.21,0.08
284.299094298,48.8434150836,11177754,5078.0,3.55,-0.59,16.0174484,4969.78711,2.54,0.002,2.54,7.6,0.15,3.57,0.02,1.12,0.07
284.31921827599996,48.844093606099996,11177773,5722.0,4.26,-0.27,16.6833,2555.61475,4.65,0.046,4.69,1.05,0.02,1.04,0.01,1.02,0.07
284.337631507,48.87243408609999,11177801,6172.0,4.19,-0.6,16.0143204,2389.08325,4.12,0.067,4.19,1.66,0.03,1.13,0.01,1.08,0.07
284.352135232,48.855109186199996,11177822,6163.0,4.21,-0.01,14.1475668,1061.5678699999999,4.02,0.1,4.12,1.77,0.04,1.17,0.02,1.23,0.08
284.357845874,48.8625565039,11177832,5750.0,4.3,-0.37,15.0637302,1254.62366,4.57,0.048,4.62,1.12,0.02,1.07,0.01,0.99,0.06
284.369287074,48.8126919384,11177847,6139.0,4.17,-0.65,16.7602997,2628.6984899999998,4.66,0.067,4.73,1.01,0.02,0.89,0.01,1.07,0.07
284.375421389,48.8080898888,11177856,6050.0,4.18,-0.21,15.8339739,2538.60547,3.81,0.079,3.89,2.19,0.04,1.35,0.02,1.16,0.07
284.38795799400003,48.850625443199995,11177871,5822.0,4.3,-0.28,13.7956953,718.4842530000003,4.51,0.048,4.56,1.18,0.02,1.07,0.01,1.04,0.07
284.395621518,48.8595877085,11177880,5383.0,4.12,-0.26,16.4156895,2339.64941,4.57,0.036,4.61,1.13,0.02,1.23,0.01,0.98,0.06
284.404639243,48.839863436499996,11177890,5197.0,3.82,-0.06,13.4888926,1214.18005,3.07,0.025,3.09,4.56,0.09,2.64,0.02,1.12,0.07
284.411005174,48.86526189479999,11177901,5768.0,4.13,-0.69,16.361320499999998,2788.51611,4.13,0.051,4.19,1.67,0.03,1.3,0.01,0.98,0.06
284.458211647,48.872390528400004,11177950,5521.0,4.17,0.37,14.260456099999999,885.296814,4.53,0.073,4.6,1.14,0.02,1.17,0.01,1.16,0.07
284.47060046900003,48.8875659005,11177967,5405.0,4.26,-0.75,16.6403885,2611.1899399999998,4.56,0.034,4.59,1.15,0.02,1.23,0.01,0.84,0.05
284.506305922,48.8174192477,11178008,6234.0,4.15,-0.15,13.945893300000002,1219.33569,3.52,0.1,3.62,2.82,0.06,1.44,0.02,1.24,0.08
284.508929098,48.87667947470001,11178009,5874.0,4.19,-0.66,16.9088211,2764.01733,4.7,0.051,4.75,0.99,0.02,0.96,0.01,1.0,0.06
284.54151971,48.814979574300004,11178060,5923.0,4.31,-0.22,15.056220999999999,1213.64417,4.64,0.077,4.71,1.03,0.02,0.96,0.01,1.07,0.07
284.541583241,48.8901870466,11178061,5375.0,4.4,-0.39,16.5652943,2141.32104,4.91,0.034,4.95,0.83,0.02,1.05,0.01,0.87,0.06
284.545911999,48.829467898900006,11178069,5526.0,4.42,-0.28,15.278286900000001,939.781555,5.41,0.034,5.45,0.52,0.01,0.79,0.01,0.92,0.06
284.56658929099996,48.8497026547,11178100,4840.0,2.63,-0.35,13.9964085,3911.60059,1.03,-0.067,0.97,32.28,0.65,8.1,0.04,2.12,0.14
284.574356699,48.8416066551,11178110,5248.0,3.68,-0.17,14.169607199999998,1513.11157,3.27,0.027,3.3,3.78,0.08,2.36,0.02,1.19,0.08
284.62768458700003,48.89452208,11178180,5949.0,4.13,-0.45,16.948347100000003,4443.34814,3.71,0.054,3.76,2.46,0.05,1.48,0.02,1.09,0.07
284.654513302,48.8694782528,11178222,5432.0,4.51,-0.12,15.9048738,1163.40015,5.58,0.054,5.63,0.44,0.01,0.75,0.01,0.92,0.06
284.667311822,48.885809938,11178238,5667.0,4.37,-0.31,15.3489294,1088.06445,5.17,0.046,5.21,0.65,0.01,0.84,0.01,0.97,0.06
284.670967343,48.888743908500004,11178240,5342.0,4.32,-0.5,16.2376289,1813.27808,4.95,0.018,4.96,0.81,0.02,1.06,0.01,0.86,0.06
284.67528968700003,48.8755691461,11178256,5317.0,4.55,0.04,15.110905599999999,794.988831,5.61,0.024,5.63,0.44,0.01,0.78,0.01,0.91,0.06
284.683882908,48.8099401784,11178272,5598.0,4.26,-0.44,16.1824799,2171.35229,4.5,0.034,4.53,1.21,0.02,1.17,0.01,0.95,0.06
284.687762419,48.847779863,11178278,6035.0,4.12,-0.76,16.198051500000002,2713.17065,4.03,0.028,4.06,1.87,0.04,1.26,0.02,1.04,0.07
284.71578196400003,48.8619236423,11178331,5446.0,4.48,-0.1,14.4480953,626.17749,5.46,0.054,5.52,0.49,0.01,0.79,0.01,0.93,0.06
284.72051678599996,48.8529731283,11178333,5719.0,4.35,-0.14,16.3945599,1580.71631,5.4,0.073,5.47,0.51,0.01,0.73,0.01,1.02,0.07
284.725314215,48.8654851774,11178340,5341.0,4.48,-0.36,16.5110207,1651.19922,5.42,0.018,5.44,0.52,0.01,0.85,0.01,0.85,0.05
284.72660362,48.8592251392,11178343,4928.0,4.55,0.24,15.5363989,866.00177,5.85,-0.005,5.84,0.36,0.01,0.83,0.0,0.85,0.05
284.736075447,48.8443837675,11178356,5672.0,4.24,0.13,15.0524693,1339.5235599999999,4.42,0.075,4.49,1.26,0.03,1.16,0.01,1.12,0.07
284.740427448,48.8741761176,11178362,6282.0,4.12,-0.17,14.2216759,1357.85815,3.56,0.1,3.66,2.71,0.05,1.39,0.02,1.26,0.08
284.742329501,48.8184965536,11178371,7695.0,4.18,-0.31,15.7107563,4263.7817399999985,2.56,0.059,2.62,7.04,0.14,1.5,0.05,1.58,0.1
284.75710332299997,48.8699670064,11178393,5715.0,4.22,-0.2,16.2888355,2380.637210000001,4.41,0.075,4.48,1.27,0.03,1.15,0.01,1.05,0.07
284.77485212700003,48.8456107523,11178412,6031.0,4.17,-0.7,16.910648300000002,4059.12598,3.87,0.054,3.92,2.12,0.04,1.34,0.02,1.03,0.07
284.797773109,48.8498989256,11178449,6113.0,4.28,-0.01,13.473336199999999,743.938904,4.12,0.077,4.19,1.66,0.03,1.15,0.01,1.19,0.08
284.800843401,48.8061433078,11178455,5817.0,4.15,-0.12,15.487968400000002,1825.43762,4.18,0.075,4.26,1.56,0.03,1.23,0.01,1.13,0.07
284.824981348,48.81646564729999,11178490,5601.0,4.12,-0.38,16.8847008,2932.1948199999997,4.55,0.036,4.58,1.15,0.02,1.14,0.01,1.02,0.07
284.824921844,48.8663681148,11178491,5295.0,4.37,0.32,15.5119829,1050.06689,5.41,0.031,5.44,0.53,0.01,0.86,0.01,1.01,0.06
284.832626924,48.8343128072,11178508,5954.0,4.13,0.07,14.703075400000001,1596.66052,3.69,0.079,3.77,2.45,0.05,1.48,0.02,1.23,0.08
284.852061883,48.8094270088,11178538,5814.0,4.29,-0.27,14.216146499999999,789.350281,4.73,0.048,4.78,0.97,0.02,0.97,0.01,1.04,0.07
284.853238718,48.8520474117,11178539,4802.0,3.02,-0.23,13.2812042,1721.67517,2.1,-0.055,2.05,11.95,0.24,5.01,0.02,1.59,0.1
284.876435408,48.8664293989,11178571,6149.0,4.17,-0.46,16.6884327,2717.73242,4.52,0.067,4.58,1.15,0.02,0.95,0.01,1.12,0.07
284.883353625,48.8704517381,11178579,5883.0,4.11,-0.54,16.8884048,3851.84521,3.96,0.054,4.01,1.95,0.04,1.35,0.01,1.06,0.07
284.902285432,48.883782293,11178606,5850.0,4.25,-0.54,16.6752434,2228.97925,4.93,0.048,4.98,0.8,0.02,0.87,0.01,1.0,0.06
284.907746733,48.8632031983,11178618,6377.0,4.12,-0.38,16.477436100000002,3060.89819,4.05,0.076,4.12,1.76,0.04,1.09,0.02,1.23,0.08
284.986933983,48.8659271497,11178727,5577.0,4.33,-0.32,16.5651627,2092.21704,4.96,0.034,5.0,0.79,0.02,0.95,0.01,0.95,0.06
284.99258781,48.845249903500005,11178736,5537.0,3.85,-0.41,16.824495300000002,6224.39795,2.85,0.036,2.89,5.49,0.11,2.55,0.02,1.12,0.07
284.99700366,48.8937454966,11178743,5760.0,4.22,-0.03,16.0812321,1863.19275,4.73,0.075,4.81,0.94,0.02,0.98,0.01,1.11,0.07
